Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si,mineral
0,0,0,187,0,8,0,84,4,0,FeSstd2
0,3,0,203,0,4,0,70,7,1,FeSstd2
0,0,2,178,0,6,0,87,5,0,FeSstd2
0,0,0,221,0,6,0,72,5,0,FeSstd2
0,0,0,195,0,6,2,56,5,0,FeSstd2
0,0,0,185,0,6,3,63,3,2,FeSstd2
0,0,0,169,0,2,0,88,2,0,FeSstd2
1,0,0,194,0,7,0,75,3,0,FeSstd2
0,2,0,187,0,5,3,82,7,3,FeSstd2
0,0,0,211,0,12,0,77,5,0,FeSstd2
0,0,2,205,0,4,0,59,2,2,FeSstd2
0,0,0,218,0,5,2,72,2,0,FeSstd2
0,3,2,220,0,10,0,91,4,3,FeSstd2
0,0,0,210,0,7,0,71,5,1,FeSstd2
0,0,0,224,0,9,0,79,6,1,FeSstd2
0,0,0,180,2,0,0,87,0,1,FeSstd2
0,0,2,185,2,6,0,85,6,0,FeSstd2
0,0,0,180,0,5,2,85,5,0,FeSstd2
0,0,0,197,0,8,2,82,3,4,FeSstd2
0,0,0,208,0,8,2,78,3,1,FeSstd2
0,3,0,187,0,8,0,68,3,2,FeSstd2
0,2,0,211,0,8,0,74,2,0,FeSstd2
0,0,0,186,0,7,0,80,6,0,FeSstd2
0,2,0,179,0,6,3,72,5,0,FeSstd2
1,0,0,197,0,4,4,73,3,2,FeSstd2
0,2,0,189,0,3,0,68,5,0,FeSstd2
2,3,0,181,0,6,0,76,3,0,FeSstd2
0,2,0,188,0,7,2,79,0,1,FeSstd2
0,2,0,195,2,4,0,70,6,0,FeSstd2
0,0,0,225,0,9,0,71,5,0,FeSstd2
0,0,2,195,2,11,0,89,6,4,FeSstd2
0,0,0,209,0,0,5,65,3,1,FeSstd2
0,0,0,201,0,5,2,68,4,0,FeSstd2
0,3,0,191,0,7,0,63,3,0,FeSstd2
0,0,0,199,2,9,2,84,8,1,FeSstd2
0,2,0,220,0,6,3,79,5,2,FeSstd2
0,3,0,186,2,3,2,76,0,0,FeSstd2
0,0,0,195,0,4,0,85,2,0,FeSstd2
0,3,0,236,0,6,4,87,2,0,FeSstd2
0,0,0,180,0,9,0,95,6,0,FeSstd2
0,0,2,205,0,6,0,63,5,1,FeSstd2
0,2,0,190,0,5,0,75,3,1,FeSstd2
0,0,0,162,0,6,0,86,8,0,FeSstd2
0,2,0,196,0,7,0,84,2,1,FeSstd2
0,0,0,204,0,4,4,79,2,1,FeSstd2
0,2,0,190,0,8,0,93,3,0,FeSstd2
0,2,0,202,0,7,0,80,2,1,FeSstd2
0,0,0,209,0,6,2,73,0,1,FeSstd2
3,3,0,193,0,10,2,78,6,2,FeSstd2
0,0,0,215,0,12,0,65,3,0,FeSstd2
0,0,0,193,0,12,0,90,5,0,FeSstd2
0,0,2,184,0,12,0,78,10,0,FeSstd2
1,0,0,204,0,9,2,86,3,0,FeSstd2
0,0,0,198,0,6,5,88,4,0,FeSstd2
0,0,0,207,0,4,0,71,2,0,FeSstd2
0,0,0,197,2,9,0,79,4,0,FeSstd2
0,0,3,183,0,5,2,66,6,1,FeSstd2
1,2,0,183,0,4,2,67,2,0,FeSstd2
0,0,0,188,0,4,0,76,5,1,FeSstd2
0,4,2,197,2,3,0,87,5,2,FeSstd2
0,0,0,207,2,7,2,72,3,0,FeSstd2
0,0,2,205,0,8,0,82,3,1,FeSstd2
0,2,0,215,0,8,2,71,3,0,FeSstd2
0,0,0,203,0,6,3,91,0,1,FeSstd2
0,2,0,170,2,8,5,81,4,0,FeSstd2
0,2,2,174,0,7,4,72,0,1,FeSstd2
0,3,0,179,0,9,2,73,3,0,FeSstd2
0,0,0,200,0,8,3,76,4,0,FeSstd2
0,2,2,206,3,5,2,71,5,0,FeSstd2
0,3,0,213,0,6,0,82,3,2,FeSstd2
0,3,3,176,0,2,0,60,2,0,FeSstd2
0,2,0,187,0,5,0,93,3,0,FeSstd2
0,0,0,187,3,6,4,86,2,0,FeSstd2
0,0,3,194,0,5,3,63,2,0,FeSstd2
0,0,0,164,0,4,2,71,2,1,FeSstd2
0,2,0,193,0,7,4,63,5,2,FeSstd2
0,2,0,189,0,8,0,79,2,2,FeSstd2
0,2,0,188,0,4,2,72,4,2,FeSstd2
0,0,0,186,0,8,0,86,2,0,FeSstd2
0,5,0,203,0,9,0,76,4,0,FeSstd2
0,0,0,201,0,6,2,78,0,0,FeSstd2
0,4,0,174,0,10,0,67,7,1,FeSstd2
0,2,0,194,2,11,0,63,2,2,FeSstd2
0,0,0,181,2,6,0,69,3,1,FeSstd2
0,2,0,199,0,8,0,76,3,1,FeSstd2
0,0,2,198,0,5,2,85,4,1,FeSstd2
0,0,0,204,0,4,0,74,3,0,FeSstd2
0,4,0,207,4,10,2,65,2,2,FeSstd2
0,0,0,200,0,7,0,98,6,2,FeSstd2
0,0,0,196,0,6,0,89,2,0,FeSstd2
1,0,0,209,0,7,0,83,4,2,FeSstd2
0,0,2,213,0,3,0,81,5,1,FeSstd2
0,0,2,204,0,2,2,72,3,2,FeSstd2
0,2,0,196,0,9,2,68,4,3,FeSstd2
0,0,0,191,0,11,3,82,3,0,FeSstd2
0,0,2,201,0,9,0,77,4,0,FeSstd2
0,0,0,198,0,8,4,70,2,0,FeSstd2
0,0,2,169,0,15,0,72,5,5,FeSstd2
0,2,2,216,0,8,0,84,0,0,FeSstd2
0,2,2,198,3,6,0,68,2,0,FeSstd2
0,0,2,220,0,3,4,83,7,3,FeSstd2
0,0,0,183,0,5,0,74,4,2,FeSstd2
0,2,0,192,2,10,0,76,2,1,FeSstd2
0,0,0,201,0,10,0,71,6,0,FeSstd2
0,4,0,213,0,6,4,84,4,0,FeSstd2
0,5,0,200,0,5,2,70,3,0,FeSstd2
0,0,0,179,0,6,2,70,4,1,FeSstd2
1,2,0,172,2,4,2,66,0,2,FeSstd2
0,2,0,232,3,8,0,68,0,1,FeSstd2
1,3,2,217,0,5,0,73,3,0,FeSstd2
0,0,0,195,0,7,3,85,5,0,FeSstd2
0,4,0,197,0,8,2,73,4,2,FeSstd2
1,0,2,215,2,9,0,59,4,2,FeSstd2
0,0,0,205,0,8,0,69,5,3,FeSstd2
0,2,0,180,0,7,2,83,2,2,FeSstd2
0,0,0,187,0,4,0,87,6,0,FeSstd2
0,0,0,195,0,8,0,74,4,0,FeSstd2
0,2,0,190,0,7,0,97,0,0,FeSstd2
0,0,0,197,0,7,0,81,0,1,FeSstd2
0,0,0,174,0,4,0,74,3,0,FeSstd2
0,0,0,195,0,11,0,77,3,0,FeSstd2
0,0,0,175,3,3,0,82,0,0,FeSstd2
2,0,0,187,2,8,3,78,0,2,FeSstd2
0,2,2,213,0,3,0,85,2,0,FeSstd2
0,0,0,188,0,8,0,71,3,1,FeSstd2
0,0,0,183,0,2,3,98,0,1,FeSstd2
0,0,0,206,2,8,0,74,2,0,FeSstd2
0,0,0,189,0,6,0,74,2,0,FeSstd2
0,0,2,188,0,8,3,71,4,0,FeSstd2
0,0,0,194,0,7,0,91,4,0,FeSstd2
0,0,0,208,0,6,2,82,4,0,FeSstd2
0,0,0,210,0,4,3,76,3,0,FeSstd2
0,0,3,192,0,5,2,85,0,0,FeSstd2
0,0,0,178,0,10,0,74,5,1,FeSstd2
0,0,0,213,0,2,3,76,4,3,FeSstd2
0,0,0,185,0,7,2,78,4,0,FeSstd2
0,3,2,178,0,4,0,72,5,0,FeSstd2
0,0,2,193,0,6,4,83,3,0,FeSstd2
0,0,0,218,0,6,3,85,4,0,FeSstd2
0,3,0,178,0,7,2,84,6,1,FeSstd2
0,0,0,211,0,9,5,94,3,0,FeSstd2
1,0,0,200,0,3,2,70,6,1,FeSstd2
0,2,0,181,0,7,0,72,6,0,FeSstd2
0,0,2,188,0,5,2,87,6,1,FeSstd2
0,0,2,202,3,11,2,77,3,3,FeSstd2
0,0,0,225,0,0,0,84,3,0,FeSstd2
0,2,0,200,0,6,0,70,3,0,FeSstd2
0,2,0,173,0,4,2,75,2,2,FeSstd2
0,0,0,179,0,2,3,70,3,0,FeSstd2
0,0,0,196,0,7,0,62,5,0,FeSstd2
0,0,0,175,0,8,0,89,3,2,FeSstd2
0,0,0,189,0,7,0,85,3,2,FeSstd2
0,0,0,186,0,7,2,83,6,0,FeSstd2
0,0,0,196,0,6,0,82,9,3,FeSstd2
0,0,0,193,2,4,0,88,2,1,FeSstd2
0,0,0,202,0,5,2,82,5,3,FeSstd2
0,0,0,232,0,6,3,76,4,1,FeSstd2
0,0,0,211,0,8,2,81,7,0,FeSstd2
0,0,0,195,0,7,0,67,2,7,FeSstd2
1,5,0,196,2,7,2,92,3,0,FeSstd2
0,2,0,184,0,7,0,70,3,2,FeSstd2
0,0,0,214,0,12,2,78,2,0,FeSstd2
0,0,0,199,0,4,0,72,2,2,FeSstd2
0,2,0,187,0,5,2,85,5,0,FeSstd2
0,0,0,232,0,7,3,63,9,2,FeSstd2
0,0,0,184,0,2,0,81,6,0,FeSstd2
1,0,2,190,0,4,2,83,3,2,FeSstd2
0,2,2,198,0,8,0,89,5,0,FeSstd2
0,0,0,197,0,7,0,67,0,0,FeSstd2
0,2,2,195,0,5,0,74,5,1,FeSstd2
0,0,0,188,0,5,3,77,2,3,FeSstd2
1,0,0,179,0,4,0,70,2,1,FeSstd2
0,0,0,192,2,6,0,73,3,0,FeSstd2
0,3,0,189,0,7,2,61,2,1,FeSstd2
1,3,0,178,0,2,3,79,3,1,FeSstd2
0,3,0,213,0,6,0,92,5,0,FeSstd2
0,0,2,185,0,9,3,73,4,0,FeSstd2
1,0,0,205,0,6,2,83,6,0,FeSstd2
0,0,0,214,2,8,2,66,2,0,FeSstd2
0,0,3,194,0,11,0,69,4,1,FeSstd2
0,0,3,205,0,5,2,75,7,1,FeSstd2
0,3,0,188,0,2,3,77,2,0,FeSstd2
0,0,0,209,0,7,0,69,0,0,FeSstd2
0,0,0,192,0,8,2,71,0,1,FeSstd2
0,0,0,219,0,8,0,67,4,0,FeSstd2
0,2,2,187,0,6,0,93,0,1,FeSstd2
0,0,0,185,0,4,0,57,3,1,FeSstd2
1,0,0,207,0,7,0,70,0,0,FeSstd2
0,2,0,230,0,0,0,70,5,2,FeSstd2
0,2,0,184,0,8,0,73,4,0,FeSstd2
0,0,0,185,4,3,4,78,3,0,FeSstd2
0,0,0,197,0,3,4,78,3,1,FeSstd2
0,0,0,216,2,7,3,93,3,2,FeSstd2
0,0,0,207,0,7,2,72,2,0,FeSstd2
0,0,0,197,2,7,0,59,3,0,FeSstd2
0,0,0,211,0,4,3,94,3,0,FeSstd2
0,2,2,194,0,8,2,96,2,1,FeSstd2
0,2,0,210,0,3,0,79,4,1,FeSstd2
0,0,0,194,0,5,0,63,6,0,FeSstd2
0,0,0,208,0,4,0,68,2,0,FeSstd2
0,0,0,182,0,4,2,73,4,0,FeSstd2
0,2,0,189,0,4,0,74,4,0,FeSstd2
0,2,0,206,0,6,0,68,6,0,FeSstd2
0,2,2,203,2,8,2,96,4,1,FeSstd2
0,0,0,166,0,3,2,81,6,0,FeSstd2
0,2,0,207,2,5,0,87,2,3,FeSstd2
0,0,0,208,0,8,3,84,2,3,FeSstd2
0,0,2,184,0,5,0,90,2,3,FeSstd2
0,0,0,194,0,2,0,85,7,0,FeSstd2
0,4,2,183,0,8,0,86,3,1,FeSstd2
0,0,0,178,3,2,0,88,3,0,FeSstd2
0,0,0,186,0,5,0,79,3,0,FeSstd2
0,0,0,198,0,10,3,84,4,0,FeSstd2
0,2,0,201,0,2,0,80,3,1,FeSstd2
0,0,0,177,0,6,0,94,5,0,FeSstd2
0,2,0,210,3,7,0,85,2,0,FeSstd2
0,0,0,209,0,6,2,76,7,0,FeSstd2
0,0,0,174,2,6,3,77,3,3,FeSstd2
0,0,0,217,0,7,0,85,4,0,FeSstd2
0,0,0,204,0,4,3,84,5,0,FeSstd2
0,0,2,180,0,8,0,62,3,1,FeSstd2
0,0,0,202,0,2,2,78,3,0,FeSstd2
0,0,0,207,2,7,0,83,2,1,FeSstd2
0,2,0,226,0,5,0,102,6,0,FeSstd2
1,0,0,210,0,8,0,71,2,0,FeSstd2
0,0,0,219,0,6,0,79,6,0,FeSstd2
1,2,2,199,0,2,2,56,4,0,FeSstd2
0,0,0,200,0,5,2,69,6,0,FeSstd2
1,2,0,172,0,9,2,84,2,1,FeSstd2
0,2,0,229,0,7,0,73,2,0,FeSstd2
0,0,0,175,0,11,0,83,5,0,FeSstd2
0,2,0,191,3,6,0,73,4,1,FeSstd2
0,2,0,188,0,8,2,85,4,0,FeSstd2
0,2,0,209,0,5,0,82,2,0,FeSstd2
0,0,0,199,0,5,2,78,0,4,FeSstd2
1,0,0,191,0,6,5,83,5,0,FeSstd2
0,3,3,202,0,5,0,74,2,4,FeSstd2
0,0,0,202,0,4,0,75,4,2,FeSstd2
0,2,0,173,0,7,0,81,5,0,FeSstd2
1,2,2,172,0,12,2,77,4,0,FeSstd2
0,0,0,202,0,3,3,58,4,0,FeSstd2
0,5,0,212,3,11,2,71,4,1,FeSstd2
0,3,0,199,0,5,0,56,2,0,FeSstd2
0,2,0,205,2,5,4,73,4,0,FeSstd2
0,2,0,197,0,10,0,86,3,1,FeSstd2
0,0,0,189,0,2,7,80,6,0,FeSstd2
0,2,0,194,0,4,0,75,8,1,FeSstd2
0,0,0,176,2,4,2,85,2,2,FeSstd2
1,0,0,186,0,6,3,71,4,1,FeSstd2
0,2,2,227,0,3,4,73,0,1,FeSstd2
0,0,0,199,0,11,2,50,3,1,FeSstd2
1,0,0,197,0,8,4,73,3,0,FeSstd2
0,3,0,187,0,7,4,90,5,1,FeSstd2
0,0,0,173,0,9,2,75,0,0,FeSstd2
1,0,0,192,0,8,3,77,5,1,FeSstd2
0,0,0,188,0,10,3,80,3,0,FeSstd2
0,0,0,207,2,7,4,87,4,3,FeSstd2
0,0,0,198,0,11,3,66,2,1,FeSstd2
0,0,3,184,0,6,0,65,4,1,FeSstd2
0,2,0,195,0,10,3,67,2,0,FeSstd2
0,2,0,215,0,4,4,77,3,1,FeSstd2
0,0,0,188,0,4,2,84,2,0,FeSstd2
1,0,0,192,0,3,2,76,3,0,FeSstd2
0,2,0,195,0,5,0,70,4,0,FeSstd2
0,0,0,197,0,3,2,71,4,0,FeSstd2
2,3,0,180,0,7,0,63,3,0,FeSstd2
0,0,0,214,0,9,3,76,3,3,FeSstd2
0,2,0,202,0,7,0,81,2,0,FeSstd2
0,0,0,198,0,8,5,78,4,2,FeSstd2
0,0,0,196,0,2,0,66,4,0,FeSstd2
0,0,2,172,0,8,3,76,2,1,FeSstd2
0,0,2,191,0,6,2,77,3,1,FeSstd2
0,3,3,193,0,7,2,63,7,2,FeSstd2
0,2,0,181,0,6,0,88,2,1,FeSstd2
0,0,0,204,0,3,0,92,4,0,FeSstd2
0,2,0,209,0,4,0,83,4,2,FeSstd2
0,2,0,213,0,8,0,96,4,1,FeSstd2
0,0,0,202,2,6,3,66,0,0,FeSstd2
1,0,0,199,0,8,3,71,3,0,FeSstd2
0,2,0,177,0,5,0,87,4,1,FeSstd2
0,0,3,200,0,9,2,73,4,3,FeSstd2
0,0,2,208,0,8,0,83,2,0,FeSstd2
2,0,0,193,0,11,0,73,2,1,FeSstd2
0,3,0,203,0,6,2,65,4,0,FeSstd2
1,3,0,214,0,3,0,76,2,2,FeSstd2
0,0,2,202,0,8,0,87,5,0,FeSstd2
0,2,0,199,0,6,0,71,0,3,FeSstd2
0,2,0,193,0,7,0,78,4,0,FeSstd2
1,0,2,190,0,8,0,83,3,2,FeSstd2
1,0,0,189,0,4,0,80,6,2,FeSstd2
0,3,3,211,0,8,4,72,4,0,FeSstd2
0,0,3,182,0,6,2,71,5,0,FeSstd2
0,0,0,187,0,3,5,66,4,1,FeSstd2
0,2,2,209,0,6,0,66,4,2,FeSstd2
0,2,2,187,0,8,0,73,2,0,FeSstd2
0,4,0,223,0,7,2,75,0,3,FeSstd2
0,3,0,176,0,5,3,81,2,0,FeSstd2
0,0,0,186,0,9,0,86,4,1,FeSstd2
0,2,0,213,0,11,2,77,5,0,FeSstd2
0,3,0,200,0,9,2,81,0,2,FeSstd2
0,3,0,207,0,6,0,85,3,0,FeSstd2
0,0,0,208,0,8,2,76,7,1,FeSstd2
0,2,2,175,0,7,2,73,0,1,FeSstd2
0,0,0,192,0,6,0,72,7,0,FeSstd2
0,0,2,208,0,6,0,88,6,0,FeSstd2
1,0,0,199,0,5,4,90,3,0,FeSstd2
0,0,0,212,0,5,3,83,3,0,FeSstd2
0,0,0,187,2,4,3,87,5,0,FeSstd2
0,0,0,207,2,3,2,76,3,1,FeSstd2
0,2,2,209,0,3,0,68,3,1,FeSstd2
0,0,0,198,0,8,2,78,7,1,FeSstd2
0,2,0,201,0,7,0,70,2,2,FeSstd2
0,3,0,194,2,9,0,85,6,4,FeSstd2
0,0,0,200,0,8,4,87,3,9,FeSstd2
0,3,0,187,0,4,0,70,3,0,FeSstd2
0,0,0,180,0,9,0,73,6,0,FeSstd2
0,0,0,199,0,7,4,70,5,0,FeSstd2
0,0,0,177,0,9,4,85,2,0,FeSstd2
0,0,0,187,0,9,0,62,3,1,FeSstd2
0,0,0,169,0,8,0,86,4,0,FeSstd2
0,0,3,195,0,5,0,71,4,1,FeSstd2
0,3,0,207,0,5,4,96,3,1,FeSstd2
1,2,0,166,0,7,2,87,5,0,FeSstd2
0,2,0,179,0,3,4,77,4,2,FeSstd2
0,0,0,199,0,9,0,58,0,1,FeSstd2
0,4,0,211,0,6,4,73,4,2,FeSstd2
1,0,0,190,0,8,2,79,4,1,FeSstd2
2,0,0,189,0,12,0,70,4,1,FeSstd2
0,0,3,198,0,5,0,70,3,0,FeSstd2
0,0,0,179,0,10,0,84,0,2,FeSstd2
0,2,0,192,0,5,0,83,2,1,FeSstd2
0,0,0,203,0,4,0,76,4,4,FeSstd2
1,0,0,198,0,8,3,91,4,0,FeSstd2
0,0,0,204,0,8,0,81,3,0,FeSstd2
0,2,0,181,0,9,3,87,7,0,FeSstd2
0,2,2,201,0,7,0,72,3,1,FeSstd2
0,0,0,192,0,2,0,75,5,0,FeSstd2
0,0,0,220,2,8,2,70,9,1,FeSstd2
0,2,0,194,0,8,0,83,5,0,FeSstd2
0,0,2,186,0,8,2,78,3,0,FeSstd2
0,4,0,203,0,7,6,74,0,3,FeSstd2
0,0,0,208,0,10,0,75,5,0,FeSstd2
0,3,0,210,0,14,2,87,5,0,FeSstd2
0,0,0,199,2,4,2,63,6,0,FeSstd2
0,0,0,198,0,6,0,70,0,0,FeSstd2
0,2,0,212,0,6,2,77,3,1,FeSstd2
0,0,0,217,0,2,2,83,6,1,FeSstd2
0,2,0,185,0,3,3,77,0,3,FeSstd2
0,0,2,179,0,12,6,63,4,0,FeSstd2
0,0,0,206,0,4,3,80,6,0,FeSstd2
0,2,0,197,0,6,0,81,3,0,FeSstd2
0,0,0,189,0,6,0,82,3,1,FeSstd2
0,0,0,202,0,12,0,105,3,0,FeSstd2
0,3,0,172,0,7,2,78,3,0,FeSstd2
0,0,0,196,0,3,2,88,3,0,FeSstd2
0,0,0,192,0,7,0,88,3,0,FeSstd2
0,2,0,204,0,11,0,77,4,2,FeSstd2
0,2,0,200,0,6,0,75,3,0,FeSstd2
0,0,0,195,0,5,0,76,4,1,FeSstd2
0,0,0,178,0,13,0,78,6,1,FeSstd2
0,2,0,183,0,9,2,75,0,0,FeSstd2
0,3,0,199,0,7,0,80,5,0,FeSstd2
0,2,0,184,0,4,0,69,4,1,FeSstd2
0,2,0,188,0,6,0,92,2,0,FeSstd2
0,2,2,201,0,6,0,85,6,1,FeSstd2
0,3,0,183,0,7,0,71,4,2,FeSstd2
0,0,0,190,0,8,2,76,2,5,FeSstd2
0,0,0,204,0,9,0,84,0,0,FeSstd2
0,0,0,183,0,4,2,66,2,0,FeSstd2
0,4,0,184,0,8,0,76,5,0,FeSstd2
0,0,0,203,0,9,2,76,4,0,FeSstd2
0,0,0,187,0,4,3,69,5,1,FeSstd2
0,0,0,188,0,9,2,58,3,0,FeSstd2
0,0,3,200,0,8,0,67,2,1,FeSstd2
0,2,0,219,0,3,2,96,2,1,FeSstd2
0,2,0,163,0,4,3,97,0,0,FeSstd2
0,0,0,202,0,4,3,103,6,1,FeSstd2
0,0,0,197,2,5,0,78,5,1,FeSstd2
0,0,0,204,0,9,0,75,4,0,FeSstd2
0,0,2,197,0,4,0,71,2,0,FeSstd2
0,0,4,208,0,5,0,84,3,0,FeSstd2
0,0,0,187,0,7,2,92,6,1,FeSstd2
0,0,2,214,0,4,0,83,6,2,FeSstd2
1,3,2,187,0,4,0,97,5,0,FeSstd2
0,0,0,226,0,5,3,79,7,0,FeSstd2
0,0,0,200,0,13,0,84,9,0,FeSstd2
1,0,0,193,2,6,0,88,6,0,FeSstd2
0,0,0,182,3,7,0,66,3,1,FeSstd2
0,0,2,212,0,5,0,84,3,0,FeSstd2
0,0,0,201,0,5,4,78,2,2,FeSstd2
0,2,0,200,0,8,2,75,3,0,FeSstd2
0,0,0,197,0,4,2,79,2,1,FeSstd2
0,0,0,207,0,7,0,74,2,0,FeSstd2
0,0,0,193,0,7,2,75,2,0,FeSstd2
0,2,0,184,0,3,2,80,4,1,FeSstd2
0,2,2,205,2,5,3,80,3,1,FeSstd2
0,0,4,208,0,6,0,79,2,1,FeSstd2
0,0,0,191,0,6,2,85,4,1,FeSstd2
0,0,0,179,0,5,3,70,3,1,FeSstd2
0,2,0,190,3,3,2,77,0,3,FeSstd2
0,2,0,217,0,5,2,96,4,1,FeSstd2
0,0,0,197,0,6,0,84,5,0,FeSstd2
0,2,0,208,0,8,4,69,4,0,FeSstd2
0,2,0,199,0,5,3,78,3,1,FeSstd2
0,3,0,203,2,6,2,79,6,0,FeSstd2
0,3,2,196,0,8,0,98,4,0,FeSstd2
0,2,0,182,0,8,0,91,3,1,FeSstd2
1,2,0,202,0,10,0,85,4,3,FeSstd2
0,0,0,191,0,8,3,63,2,1,FeSstd2
0,4,2,171,0,6,0,76,4,2,FeSstd2
0,2,0,194,2,7,3,72,0,1,FeSstd2
1,0,0,194,0,7,0,93,8,0,FeSstd2
0,3,2,208,0,7,0,70,6,0,FeSstd2
0,2,2,197,0,4,0,75,0,1,FeSstd2
0,0,3,183,0,5,2,84,3,2,FeSstd2
0,2,0,197,0,4,2,78,6,1,FeSstd2
0,0,0,205,0,7,2,78,3,2,FeSstd2
0,0,0,211,0,3,3,79,4,1,FeSstd2
2,0,0,191,0,4,0,72,3,0,FeSstd2
0,2,0,196,0,4,0,82,8,0,FeSstd2
0,0,0,196,0,6,2,70,0,0,FeSstd2
0,2,0,198,0,8,0,59,4,2,FeSstd2
0,0,0,208,0,6,0,96,3,3,FeSstd2
0,0,0,189,0,6,2,89,5,0,FeSstd2
0,3,0,203,0,6,2,72,3,0,FeSstd2
0,3,3,212,0,4,2,68,5,1,FeSstd2
1,0,0,176,0,5,0,78,0,0,FeSstd2
0,0,0,187,0,11,0,87,6,0,FeSstd2
0,0,0,183,0,7,2,76,6,0,FeSstd2
3,0,0,182,0,3,0,79,5,3,FeSstd2
0,2,0,188,0,3,2,81,4,0,FeSstd2
0,0,2,188,0,7,0,77,3,0,FeSstd2
0,0,0,208,0,9,0,71,4,1,FeSstd2
0,3,2,203,0,6,2,75,3,0,FeSstd2
0,0,0,199,0,6,2,78,5,1,FeSstd2
0,0,2,175,0,7,3,73,3,2,FeSstd2
0,5,0,212,0,5,3,86,0,3,FeSstd2
0,2,0,216,0,9,0,87,4,1,FeSstd2
0,0,0,179,0,7,0,85,6,0,FeSstd2
0,3,0,179,0,7,0,65,6,0,FeSstd2
0,0,0,197,0,5,0,80,6,0,FeSstd2
0,0,0,182,0,5,2,83,4,0,FeSstd2
1,5,0,181,0,8,0,76,3,2,FeSstd2
0,2,0,192,0,8,0,79,6,0,FeSstd2
1,2,2,223,0,5,2,70,7,0,FeSstd2
0,3,0,180,0,8,0,81,5,3,FeSstd2
3,4,0,211,0,8,4,72,4,0,FeSstd2
0,3,3,203,0,3,2,90,3,1,FeSstd2
0,0,0,200,0,4,3,76,2,0,FeSstd2
0,0,0,214,0,7,3,74,4,1,FeSstd2
0,0,0,211,0,9,0,84,5,0,FeSstd2
0,0,0,193,2,9,2,56,2,0,FeSstd2
1,4,2,183,0,9,0,71,8,0,FeSstd2
0,0,0,170,0,6,2,75,3,1,FeSstd2
0,2,0,206,0,9,2,77,4,0,FeSstd2
0,2,2,202,4,3,0,86,0,0,FeSstd2
0,4,3,196,0,9,0,85,0,0,FeSstd2
0,0,0,195,0,7,2,71,0,0,FeSstd2
0,4,0,188,0,9,0,73,6,1,FeSstd2
0,3,0,191,0,10,3,74,3,0,FeSstd2
0,2,0,188,0,3,0,91,5,1,FeSstd2
0,0,0,197,0,6,2,85,6,0,FeSstd2
0,0,0,205,0,8,0,85,4,1,FeSstd2
0,2,0,193,2,7,2,78,5,1,FeSstd2
0,0,3,166,0,6,3,73,2,1,FeSstd2
0,0,0,198,0,7,0,76,7,0,FeSstd2
0,2,0,203,0,10,2,68,0,0,FeSstd2
1,3,0,206,0,6,3,73,5,0,FeSstd2
0,0,2,182,2,5,0,74,3,2,FeSstd2
1,0,0,188,2,5,0,80,5,1,FeSstd2
0,2,0,210,0,8,3,66,3,0,FeSstd2
1,0,0,197,0,10,2,63,4,0,FeSstd2
0,0,0,224,0,8,0,75,0,0,FeSstd2
1,3,0,200,0,7,0,70,6,0,FeSstd2
0,0,0,180,0,6,2,74,5,0,FeSstd2
0,3,3,195,0,7,3,75,6,3,FeSstd2
0,0,0,195,0,6,0,72,4,0,FeSstd2
0,0,0,191,0,9,0,78,5,3,FeSstd2
1,0,0,194,2,7,2,72,5,2,FeSstd2
0,0,0,220,3,10,3,95,3,1,FeSstd2
1,0,0,175,0,7,2,70,3,2,FeSstd2
0,2,0,175,0,9,4,72,5,0,FeSstd2
0,2,0,195,0,4,3,83,6,2,FeSstd2
0,0,2,212,0,11,2,72,0,0,FeSstd2
0,3,0,209,0,7,0,80,5,0,FeSstd2
0,3,0,202,0,3,4,83,3,4,FeSstd2
1,0,2,197,0,7,0,69,2,0,FeSstd2
0,2,3,186,0,5,2,75,3,0,FeSstd2
0,0,2,200,0,6,0,76,8,1,FeSstd2
0,0,3,205,0,7,0,67,4,1,FeSstd2
0,0,0,180,0,6,3,79,8,1,FeSstd2
0,0,2,198,0,3,0,77,2,0,FeSstd2
0,2,3,211,0,7,2,63,8,0,FeSstd2
0,2,0,189,0,5,0,83,0,1,FeSstd2
0,2,2,191,0,4,0,85,0,2,FeSstd2
0,2,0,179,0,7,0,86,0,0,FeSstd2
0,3,0,221,0,4,3,75,5,0,FeSstd2
0,0,0,181,0,4,0,66,0,0,FeSstd2
0,3,0,204,0,11,5,67,5,2,FeSstd2
0,2,2,206,0,6,2,81,2,0,FeSstd2
1,0,0,199,0,3,2,82,5,0,FeSstd2
0,0,0,204,0,6,0,78,5,0,FeSstd2
0,2,0,206,0,7,0,81,6,0,FeSstd2
0,4,0,193,0,5,3,73,4,2,FeSstd2
0,4,2,199,0,7,0,86,2,1,FeSstd2
0,2,2,200,2,9,4,83,0,3,FeSstd2
0,4,0,194,0,8,4,80,3,0,FeSstd2
0,0,0,191,0,4,0,81,5,0,FeSstd2
0,4,0,210,0,6,4,93,3,2,FeSstd2
2,0,0,210,2,3,0,74,4,0,FeSstd2
0,0,0,184,2,2,0,83,4,0,FeSstd2
1,0,0,211,0,5,3,87,3,1,FeSstd2
0,3,0,174,0,7,0,84,2,0,FeSstd2
0,2,2,210,0,5,0,78,2,0,FeSstd2
0,0,0,191,0,5,4,81,0,1,FeSstd2
0,2,0,196,0,4,2,92,4,0,FeSstd2
0,0,0,198,0,4,3,83,0,0,FeSstd2
