Ca,Fe,Mg,Ni,S,Si,Ti,mineral
0,193,0,0,93,0,3,Troilite
1,208,0,0,89,1,1,Troilite
0,356,0,0,78,0,7,Troilite
0,161,0,0,79,4,6,Troilite
0,0,0,0,85,0,0,Troilite
2,224,0,0,75,0,3,Troilite
0,143,0,0,81,1,4,Troilite
0,250,0,1,57,0,2,Troilite
0,40,0,0,93,0,1,Troilite
0,280,0,0,73,1,1,Troilite
1,88,0,0,89,1,0,Troilite
0,315,0,2,88,1,4,Troilite
0,332,0,0,76,3,2,Troilite
0,295,0,0,69,0,5,Troilite
0,194,0,0,78,1,3,Troilite
0,205,0,0,80,1,4,Troilite
0,122,0,0,75,0,5,Troilite
0,231,0,2,67,0,5,Troilite
0,235,0,0,86,2,3,Troilite
0,127,0,0,71,1,1,Troilite
0,160,0,0,80,0,0,Troilite
0,0,0,0,72,0,3,Troilite
0,267,0,1,65,2,3,Troilite
1,81,0,0,93,1,5,Troilite
2,169,0,0,62,0,2,Troilite
0,132,0,0,74,1,4,Troilite
1,414,0,0,75,0,2,Troilite
0,330,0,1,69,1,1,Troilite
0,79,0,1,65,0,7,Troilite
0,163,0,0,77,0,2,Troilite
0,104,0,0,78,0,4,Troilite
0,44,0,0,69,0,5,Troilite
1,304,0,0,63,0,5,Troilite
0,154,0,1,95,0,3,Troilite
0,198,0,0,68,2,3,Troilite
1,325,0,0,81,1,8,Troilite
0,162,0,0,66,0,3,Troilite
0,188,0,0,83,0,0,Troilite
0,446,0,1,76,0,0,Troilite
0,195,0,0,67,0,2,Troilite
0,253,0,0,78,1,4,Troilite
0,224,0,0,77,0,3,Troilite
0,280,1,0,70,1,2,Troilite
0,88,0,1,74,0,2,Troilite
0,237,0,0,75,0,3,Troilite
0,130,0,0,83,0,4,Troilite
0,387,0,1,71,0,0,Troilite
0,94,0,0,65,1,0,Troilite
0,257,0,1,68,0,0,Troilite
0,136,0,1,75,0,1,Troilite
0,175,0,0,74,0,5,Troilite
1,112,0,1,78,0,4,Troilite
0,249,0,0,80,1,3,Troilite
0,172,0,0,65,2,3,Troilite
0,425,0,0,67,1,0,Troilite
0,208,0,2,68,2,5,Troilite
1,112,0,0,82,2,0,Troilite
0,291,0,0,75,3,0,Troilite
0,421,0,0,61,0,0,Troilite
0,228,0,1,70,0,5,Troilite
1,128,0,0,68,0,0,Troilite
0,59,0,1,69,0,5,Troilite
0,145,0,0,65,2,1,Troilite
1,247,0,0,75,1,4,Troilite
1,231,0,0,77,0,3,Troilite
1,275,0,2,78,2,7,Troilite
1,290,1,1,93,1,3,Troilite
1,561,0,1,76,1,4,Troilite
0,256,0,0,81,1,0,Troilite
0,178,0,0,73,0,1,Troilite
0,337,0,0,75,1,6,Troilite
0,122,0,0,87,0,0,Troilite
1,104,0,1,69,0,3,Troilite
0,172,0,0,63,2,2,Troilite
0,216,0,0,72,0,0,Troilite
0,48,0,1,81,0,5,Troilite
1,394,0,1,87,1,2,Troilite
1,83,0,1,68,1,2,Troilite
0,289,0,0,83,2,2,Troilite
0,173,0,1,86,3,6,Troilite
0,39,0,0,75,2,4,Troilite
0,122,0,0,87,0,5,Troilite
0,114,0,1,92,0,5,Troilite
0,106,0,2,95,2,2,Troilite
0,153,0,0,73,0,9,Troilite
0,276,0,1,77,3,3,Troilite
0,402,0,0,82,1,7,Troilite
0,302,0,0,81,1,7,Troilite
0,302,0,1,77,0,2,Troilite
0,218,0,2,70,0,1,Troilite
0,226,0,0,71,0,4,Troilite
0,261,0,0,70,1,2,Troilite
0,55,0,0,90,2,6,Troilite
0,102,0,0,75,1,4,Troilite
0,198,0,2,79,0,1,Troilite
0,128,0,0,73,0,1,Troilite
0,207,0,1,73,0,4,Troilite
0,225,0,0,70,0,4,Troilite
0,226,0,0,80,0,4,Troilite
0,356,0,0,71,3,4,Troilite
0,0,0,0,79,0,1,Troilite
0,215,0,0,70,1,2,Troilite
1,224,0,0,77,1,0,Troilite
0,186,0,0,78,4,5,Troilite
0,136,0,0,73,1,5,Troilite
0,155,0,0,77,0,6,Troilite
1,275,0,3,55,0,2,Troilite
0,292,0,0,77,0,2,Troilite
0,389,0,0,80,1,5,Troilite
0,275,0,0,80,1,1,Troilite
1,94,0,0,75,0,4,Troilite
0,318,0,1,88,2,1,Troilite
0,252,0,0,71,1,5,Troilite
1,260,0,0,78,2,0,Troilite
0,301,0,2,75,1,0,Troilite
0,195,0,0,79,1,2,Troilite
0,194,0,0,90,1,5,Troilite
0,267,1,0,84,0,2,Troilite
0,58,0,1,65,2,8,Troilite
1,307,0,0,98,0,3,Troilite
0,201,0,0,52,0,7,Troilite
0,110,0,0,87,0,3,Troilite
0,164,0,1,59,0,6,Troilite
0,94,0,2,77,1,3,Troilite
0,148,0,0,83,0,0,Troilite
0,122,0,1,81,0,7,Troilite
0,289,0,0,77,0,2,Troilite
0,78,0,0,74,1,4,Troilite
0,339,0,1,89,0,3,Troilite
0,253,1,0,78,0,2,Troilite
0,176,0,2,69,1,3,Troilite
0,322,0,0,87,1,3,Troilite
0,69,0,1,87,0,3,Troilite
0,200,0,0,84,2,2,Troilite
0,162,0,0,80,2,7,Troilite
0,307,0,3,89,1,5,Troilite
0,251,0,1,59,1,2,Troilite
0,247,0,2,86,0,8,Troilite
2,133,0,3,69,3,2,Troilite
0,136,0,0,69,2,3,Troilite
0,319,0,0,79,1,4,Troilite
0,299,0,1,83,0,7,Troilite
0,220,0,1,90,0,7,Troilite
0,0,0,0,85,1,8,Troilite
0,376,0,0,74,0,0,Troilite
0,342,0,1,66,0,5,Troilite
0,112,0,0,72,0,2,Troilite
0,130,0,1,77,0,4,Troilite
0,140,0,0,76,2,7,Troilite
0,167,0,0,76,2,3,Troilite
0,178,0,2,66,2,6,Troilite
0,385,0,0,76,2,1,Troilite
0,85,0,0,77,1,0,Troilite
2,100,0,0,88,1,6,Troilite
1,15,0,0,89,0,2,Troilite
0,183,0,0,84,0,0,Troilite
0,155,0,0,81,2,4,Troilite
0,255,0,3,109,0,5,Troilite
0,173,0,1,71,0,1,Troilite
0,283,0,0,94,0,0,Troilite
0,72,0,0,74,1,1,Troilite
0,264,0,0,76,2,1,Troilite
0,330,0,0,73,0,2,Troilite
1,111,0,0,75,1,4,Troilite
0,171,0,0,80,0,3,Troilite
0,218,0,0,59,3,6,Troilite
0,132,0,0,68,2,2,Troilite
0,273,0,0,71,0,0,Troilite
0,261,0,1,102,1,3,Troilite
1,147,0,0,55,1,2,Troilite
0,339,0,0,85,2,6,Troilite
0,85,0,1,74,0,3,Troilite
0,25,0,1,83,2,3,Troilite
0,189,0,2,86,1,7,Troilite
0,10,0,1,82,3,4,Troilite
0,0,0,1,87,1,1,Troilite
0,97,0,2,62,0,4,Troilite
0,235,0,0,74,2,5,Troilite
0,282,1,0,79,2,4,Troilite
0,159,0,0,72,0,0,Troilite
1,191,0,0,78,0,2,Troilite
0,8,0,1,80,0,4,Troilite
0,354,0,0,74,0,2,Troilite
0,176,0,2,64,1,2,Troilite
0,37,0,0,81,0,9,Troilite
0,355,0,0,80,1,4,Troilite
0,344,0,1,72,0,4,Troilite
0,298,0,0,92,2,2,Troilite
0,326,0,0,74,1,6,Troilite
0,126,0,1,74,0,6,Troilite
1,305,0,1,63,0,5,Troilite
0,252,0,0,65,2,2,Troilite
0,107,0,0,70,2,5,Troilite
0,132,0,1,92,0,4,Troilite
0,8,0,1,76,1,4,Troilite
0,249,0,1,63,2,5,Troilite
0,143,0,0,82,0,5,Troilite
0,385,0,0,69,1,7,Troilite
0,206,0,0,60,1,3,Troilite
0,242,0,0,82,1,8,Troilite
0,50,0,0,63,0,6,Troilite
1,396,0,0,65,0,0,Troilite
1,215,0,1,78,0,6,Troilite
0,226,0,0,71,0,1,Troilite
1,135,0,0,87,0,2,Troilite
0,184,1,0,81,2,7,Troilite
0,207,0,2,68,0,5,Troilite
1,233,0,1,83,0,7,Troilite
0,126,0,1,85,0,1,Troilite
0,228,0,0,78,4,3,Troilite
0,251,0,0,98,0,5,Troilite
0,6,0,1,89,0,6,Troilite
0,192,0,1,74,2,6,Troilite
1,180,0,1,79,0,1,Troilite
0,203,0,0,84,0,4,Troilite
0,396,0,1,89,0,4,Troilite
0,205,0,1,69,1,5,Troilite
0,297,0,3,87,1,5,Troilite
0,224,0,1,71,0,1,Troilite
0,341,0,2,74,0,3,Troilite
0,273,1,0,78,0,4,Troilite
0,124,0,0,69,2,2,Troilite
1,409,0,0,75,0,0,Troilite
0,226,0,0,87,3,3,Troilite
0,214,0,0,62,1,7,Troilite
0,374,0,2,79,3,7,Troilite
1,109,0,0,75,0,3,Troilite
0,260,0,2,77,0,4,Troilite
1,320,0,0,78,0,6,Troilite
0,310,0,2,70,2,3,Troilite
0,206,0,1,64,0,3,Troilite
0,110,0,0,75,0,4,Troilite
0,266,0,3,97,1,6,Troilite
0,225,0,1,76,3,5,Troilite
0,71,0,2,84,0,2,Troilite
0,146,0,0,96,0,3,Troilite
0,155,0,0,61,0,3,Troilite
1,73,0,1,65,0,2,Troilite
0,348,0,0,76,0,1,Troilite
0,181,0,0,75,1,2,Troilite
0,243,0,0,69,0,7,Troilite
0,244,0,0,62,0,6,Troilite
0,217,0,1,89,0,2,Troilite
0,265,0,0,77,0,4,Troilite
0,303,0,0,89,1,6,Troilite
1,69,0,1,72,1,8,Troilite
0,168,0,1,77,2,3,Troilite
0,194,0,0,81,1,2,Troilite
0,168,0,1,61,0,3,Troilite
0,391,0,0,79,1,5,Troilite
0,252,0,2,83,2,1,Troilite
1,331,0,0,75,0,0,Troilite
0,211,0,0,80,1,6,Troilite
0,26,0,0,83,0,5,Troilite
0,148,0,0,75,1,9,Troilite
1,335,0,3,72,1,1,Troilite
1,0,0,0,77,2,2,Troilite
0,121,0,0,78,0,5,Troilite
0,223,0,1,86,0,8,Troilite
0,260,0,0,92,0,3,Troilite
0,285,0,0,70,2,2,Troilite
0,238,0,0,84,0,2,Troilite
0,0,0,1,70,0,4,Troilite
1,403,0,0,71,1,1,Troilite
0,167,0,0,74,0,4,Troilite
1,102,0,0,72,1,0,Troilite
0,327,0,0,71,1,3,Troilite
0,133,0,0,77,0,7,Troilite
0,129,0,1,66,1,3,Troilite
1,65,0,0,72,2,1,Troilite
0,136,0,0,67,1,4,Troilite
0,102,0,0,82,2,6,Troilite
0,262,0,0,66,1,2,Troilite
0,271,0,0,82,2,3,Troilite
0,260,0,0,75,1,0,Troilite
0,172,0,0,79,0,4,Troilite
0,91,0,1,72,0,1,Troilite
0,205,0,0,84,0,3,Troilite
0,158,0,0,78,0,4,Troilite
0,150,0,0,84,0,5,Troilite
0,137,0,0,83,0,4,Troilite
0,425,0,1,73,0,3,Troilite
0,240,0,0,84,1,3,Troilite
0,190,0,2,70,1,2,Troilite
0,162,0,0,83,0,5,Troilite
0,361,0,1,82,2,3,Troilite
0,19,0,0,76,1,5,Troilite
0,0,0,2,67,1,4,Troilite
0,232,0,0,80,3,5,Troilite
0,427,0,0,80,0,3,Troilite
0,238,0,0,100,1,1,Troilite
0,106,0,0,89,2,0,Troilite
1,123,1,0,73,0,4,Troilite
0,153,0,0,73,1,6,Troilite
1,148,0,0,90,0,6,Troilite
0,13,0,0,87,1,0,Troilite
0,206,0,1,79,0,2,Troilite
0,215,0,0,86,1,4,Troilite
0,209,0,0,61,0,0,Troilite
0,342,0,0,82,0,1,Troilite
0,220,0,2,70,1,4,Troilite
0,271,0,2,73,1,3,Troilite
0,261,0,0,91,2,3,Troilite
0,243,0,4,72,0,0,Troilite
0,194,0,0,59,0,3,Troilite
1,180,0,0,83,0,7,Troilite
0,113,0,0,82,3,6,Troilite
0,209,0,0,77,0,2,Troilite
0,65,0,1,66,2,2,Troilite
0,290,0,0,82,2,4,Troilite
0,221,0,0,84,2,3,Troilite
0,113,0,0,70,0,10,Troilite
0,198,0,2,76,0,6,Troilite
0,235,0,2,73,1,7,Troilite
0,33,0,0,72,2,5,Troilite
0,232,0,1,88,2,5,Troilite
0,347,0,0,67,0,2,Troilite
0,183,0,1,69,0,2,Troilite
1,226,0,0,86,0,4,Troilite
0,288,0,3,81,0,8,Troilite
1,5,0,1,81,0,5,Troilite
0,247,0,1,72,1,5,Troilite
0,162,0,0,85,0,4,Troilite
0,73,0,1,73,0,2,Troilite
0,235,0,0,66,0,5,Troilite
0,258,1,1,82,2,1,Troilite
0,214,0,1,74,2,2,Troilite
0,327,0,0,80,0,1,Troilite
1,162,0,0,59,0,1,Troilite
0,132,0,0,79,1,5,Troilite
1,27,0,1,87,0,3,Troilite
0,52,0,0,73,0,8,Troilite
0,254,0,0,75,0,7,Troilite
0,0,0,1,69,0,3,Troilite
0,186,0,1,80,1,6,Troilite
0,345,0,0,81,0,3,Troilite
0,343,0,1,73,0,2,Troilite
0,347,0,2,71,0,2,Troilite
0,179,0,1,71,1,4,Troilite
1,122,0,1,96,0,6,Troilite
1,198,0,0,60,0,3,Troilite
0,143,0,0,84,2,1,Troilite
0,83,0,1,88,2,5,Troilite
1,230,0,0,76,2,3,Troilite
0,399,0,1,84,0,5,Troilite
0,249,0,2,60,1,5,Troilite
0,239,0,2,85,0,0,Troilite
0,274,0,2,95,1,0,Troilite
1,232,0,0,72,2,4,Troilite
1,302,0,0,75,1,3,Troilite
0,188,0,0,88,3,2,Troilite
0,132,0,2,74,3,0,Troilite
0,282,0,1,93,0,2,Troilite
0,231,0,0,72,0,3,Troilite
0,176,0,0,71,1,1,Troilite
1,340,0,0,72,0,0,Troilite
0,116,0,0,76,3,1,Troilite
0,207,0,2,62,0,3,Troilite
0,254,0,0,87,0,4,Troilite
0,276,0,1,71,1,4,Troilite
0,146,0,0,79,3,4,Troilite
0,316,0,1,86,1,5,Troilite
0,66,0,0,82,0,5,Troilite
0,1,0,2,95,0,2,Troilite
0,83,0,1,82,2,5,Troilite
0,266,0,1,74,1,3,Troilite
0,144,1,0,74,0,6,Troilite
0,195,0,1,77,1,1,Troilite
0,163,0,1,92,1,2,Troilite
0,265,0,1,70,0,0,Troilite
0,86,0,0,78,0,2,Troilite
0,138,0,0,87,1,3,Troilite
0,192,0,0,75,1,3,Troilite
0,243,0,0,71,0,3,Troilite
1,202,0,0,66,1,0,Troilite
1,123,0,0,81,3,1,Troilite
0,211,0,0,56,0,3,Troilite
0,67,0,4,85,1,2,Troilite
0,100,0,2,78,0,1,Troilite
0,126,0,2,87,1,5,Troilite
0,137,0,3,78,0,0,Troilite
0,244,0,0,90,0,0,Troilite
1,263,0,2,69,0,6,Troilite
0,88,0,2,73,1,2,Troilite
0,228,0,0,70,1,3,Troilite
0,378,0,1,90,0,2,Troilite
0,95,0,1,59,1,4,Troilite
0,79,0,0,83,2,2,Troilite
2,115,0,0,57,0,8,Troilite
1,374,0,1,77,0,2,Troilite
0,356,0,1,85,0,2,Troilite
1,209,0,0,78,0,2,Troilite
0,89,0,0,79,0,3,Troilite
0,185,0,1,87,2,0,Troilite
0,216,0,0,69,1,2,Troilite
0,141,0,1,82,2,2,Troilite
0,63,0,0,68,1,4,Troilite
0,18,0,0,73,0,2,Troilite
0,290,0,2,63,0,3,Troilite
0,215,0,0,76,1,7,Troilite
1,49,0,0,86,1,1,Troilite
1,330,0,2,75,3,0,Troilite
1,73,0,0,72,1,2,Troilite
1,205,0,3,75,1,7,Troilite
0,270,0,1,78,1,5,Troilite
0,130,0,1,63,1,3,Troilite
0,21,0,0,79,0,5,Troilite
0,160,0,1,77,0,0,Troilite
1,141,0,1,59,1,2,Troilite
0,182,0,0,73,2,3,Troilite
0,164,0,0,84,0,1,Troilite
0,172,0,0,86,0,3,Troilite
0,126,0,0,62,0,5,Troilite
0,270,0,0,65,1,3,Troilite
0,312,0,0,71,1,9,Troilite
0,334,0,0,81,2,2,Troilite
0,45,0,0,77,0,2,Troilite
0,367,0,0,70,1,0,Troilite
0,138,0,0,82,0,6,Troilite
0,203,0,0,92,0,4,Troilite
0,294,0,1,77,0,6,Troilite
1,47,0,0,78,1,0,Troilite
0,315,0,0,68,1,2,Troilite
0,320,0,0,88,1,5,Troilite
1,258,0,0,84,1,7,Troilite
1,329,0,1,75,2,7,Troilite
0,285,0,1,82,2,5,Troilite
0,209,0,0,78,0,8,Troilite
0,182,0,1,80,2,4,Troilite
0,231,0,0,81,2,0,Troilite
1,0,0,0,71,0,7,Troilite
0,78,0,0,92,0,4,Troilite
1,84,0,0,80,1,3,Troilite
0,135,0,0,74,0,3,Troilite
0,275,0,0,79,2,5,Troilite
0,145,0,0,69,0,2,Troilite
0,213,0,2,70,0,5,Troilite
0,357,0,0,62,2,3,Troilite
0,102,0,0,78,2,4,Troilite
0,144,1,0,78,0,5,Troilite
1,104,0,0,90,0,1,Troilite
0,262,0,2,69,2,4,Troilite
0,277,0,1,78,1,3,Troilite
1,131,0,1,81,0,5,Troilite
0,271,0,0,81,2,5,Troilite
2,77,0,1,80,1,2,Troilite
0,102,0,0,64,0,3,Troilite
0,404,0,1,76,0,4,Troilite
1,76,0,2,73,1,1,Troilite
1,281,0,0,57,0,4,Troilite
1,178,0,0,61,0,2,Troilite
0,167,0,0,81,2,3,Troilite
0,542,0,0,77,3,6,Troilite
0,198,0,0,74,2,5,Troilite
0,148,0,0,75,2,5,Troilite
0,215,0,1,67,0,5,Troilite
0,344,0,0,60,1,0,Troilite
0,138,0,0,92,0,4,Troilite
0,124,1,1,86,0,4,Troilite
0,153,0,0,80,1,1,Troilite
0,262,0,0,72,0,3,Troilite
0,168,0,0,82,0,3,Troilite
0,0,0,0,71,2,4,Troilite
1,256,0,0,88,1,4,Troilite
0,83,0,2,68,2,3,Troilite
0,187,0,0,60,0,2,Troilite
0,140,0,0,88,0,3,Troilite
0,242,0,1,88,2,2,Troilite
0,218,0,1,67,0,5,Troilite
1,194,0,0,80,0,5,Troilite
0,264,0,2,75,0,0,Troilite
0,253,0,1,81,1,8,Troilite
0,170,0,0,78,1,4,Troilite
0,62,0,0,84,1,2,Troilite
1,112,0,0,67,0,5,Troilite
0,265,0,3,78,2,0,Troilite
1,166,0,0,77,0,4,Troilite
0,261,0,0,61,0,5,Troilite
0,364,0,0,67,0,2,Troilite
0,84,0,0,73,1,2,Troilite
1,113,0,0,75,0,5,Troilite
0,134,0,0,81,0,3,Troilite
0,163,0,2,77,1,4,Troilite
0,41,0,0,70,0,0,Troilite
0,188,0,0,76,2,4,Troilite
0,215,0,0,85,0,4,Troilite
0,0,0,2,66,0,1,Troilite
0,87,0,2,56,0,2,Troilite
0,270,0,1,56,0,2,Troilite
0,281,0,0,72,1,5,Troilite
0,183,0,0,75,0,1,Troilite
0,221,0,0,63,0,2,Troilite
0,130,0,0,85,3,7,Troilite
0,186,0,1,73,0,2,Troilite
0,333,0,0,86,3,3,Troilite
1,0,0,3,67,0,6,Troilite
0,379,0,0,83,0,4,Troilite
0,261,0,0,85,1,4,Troilite
0,124,0,0,63,0,5,Troilite
0,226,0,0,95,0,7,Troilite
0,256,0,0,63,1,2,Troilite
1,278,0,0,70,1,3,Troilite
0,173,0,0,83,3,6,Troilite
1,0,0,0,97,0,2,Troilite
0,133,0,0,68,2,5,Troilite
0,138,0,1,84,0,4,Troilite
0,63,0,1,75,1,0,Troilite
0,215,0,1,77,1,2,Troilite
0,252,0,1,79,0,5,Troilite
0,154,0,0,76,0,3,Troilite
0,161,0,0,79,0,6,Troilite
0,294,0,0,88,1,4,Troilite
0,238,0,0,83,0,3,Troilite
0,314,0,2,92,1,4,Troilite
0,346,0,1,95,0,1,Troilite
0,174,0,0,70,0,6,Troilite
0,258,0,0,76,1,1,Troilite
0,285,0,0,80,0,1,Troilite
0,27,0,0,62,0,1,Troilite
0,297,0,0,67,0,6,Troilite
0,204,0,2,78,0,5,Troilite
0,223,0,0,82,3,4,Troilite
0,86,0,0,81,1,4,Troilite
0,249,0,0,80,1,3,Troilite
0,215,0,2,77,3,1,Troilite
0,68,0,0,71,0,3,Troilite
0,208,0,0,71,2,7,Troilite
0,241,0,0,81,0,4,Troilite
0,311,0,0,65,0,0,Troilite
0,131,0,0,80,0,4,Troilite
0,419,0,0,74,1,2,Troilite
2,167,0,0,69,2,7,Troilite
0,0,0,0,62,0,2,Troilite
0,49,0,2,80,2,5,Troilite
0,111,0,0,81,1,4,Troilite
0,308,0,1,74,2,1,Troilite
0,157,0,1,87,1,5,Troilite
0,355,0,0,68,0,3,Troilite
1,34,0,1,76,0,3,Troilite
0,174,0,0,96,0,2,Troilite
1,272,0,0,70,2,3,Troilite
0,417,0,0,59,1,5,Troilite
1,334,0,2,79,2,2,Troilite
0,80,1,0,72,3,3,Troilite
0,107,0,1,74,2,0,Troilite
0,174,0,0,70,0,4,Troilite
1,164,0,0,75,0,2,Troilite
1,233,0,0,68,3,5,Troilite
0,227,0,0,77,0,5,Troilite
2,461,0,1,87,3,3,Troilite
0,142,0,3,83,0,6,Troilite
0,351,0,0,79,2,5,Troilite
0,0,0,3,81,0,3,Troilite
1,172,0,0,82,0,2,Troilite
0,99,0,0,67,0,2,Troilite
0,339,0,0,82,0,2,Troilite
0,119,0,1,62,0,2,Troilite
0,184,0,2,82,0,2,Troilite
0,302,0,1,68,2,7,Troilite
0,339,0,0,75,2,3,Troilite
0,272,0,3,74,2,6,Troilite
1,280,0,3,87,2,3,Troilite
0,156,0,0,95,0,6,Troilite
0,173,0,2,62,0,6,Troilite
0,414,0,1,74,0,7,Troilite
0,129,0,0,71,2,7,Troilite
0,250,0,1,87,4,5,Troilite
0,77,0,0,93,0,0,Troilite
0,495,0,0,86,1,3,Troilite
0,128,0,0,85,0,3,Troilite
1,139,0,1,76,0,10,Troilite
0,20,0,1,62,0,3,Troilite
0,245,0,0,78,1,5,Troilite
1,200,0,0,101,2,7,Troilite
1,105,0,0,89,0,3,Troilite
0,200,0,0,90,0,0,Troilite
1,238,0,0,62,0,1,Troilite
0,141,0,0,82,0,5,Troilite
1,174,0,1,75,0,0,Troilite
0,266,0,0,81,2,2,Troilite
0,351,0,1,69,0,6,Troilite
1,148,0,0,91,0,5,Troilite
0,90,0,0,60,1,2,Troilite
0,99,0,0,61,1,2,Troilite
0,101,0,0,77,0,4,Troilite
0,216,0,0,67,1,1,Troilite
0,229,0,0,83,2,4,Troilite
0,0,0,0,66,0,3,Troilite
0,244,0,0,77,0,5,Troilite
0,160,0,0,80,1,2,Troilite
2,0,0,0,74,2,8,Troilite
1,358,0,0,71,0,5,Troilite
0,42,0,0,82,0,0,Troilite
2,279,0,0,73,1,3,Troilite
1,136,0,0,79,0,7,Troilite
0,222,1,0,67,2,3,Troilite
0,84,0,0,82,0,3,Troilite
0,24,0,0,77,0,3,Troilite
0,104,0,2,89,0,5,Troilite
0,142,0,2,74,1,0,Troilite
0,226,0,0,76,1,5,Troilite
1,237,0,1,66,0,0,Troilite
0,269,0,0,73,0,4,Troilite
1,276,0,0,79,0,2,Troilite
0,143,0,0,85,3,3,Troilite
0,302,0,1,70,0,6,Troilite
0,253,0,0,85,2,4,Troilite
0,137,0,4,81,0,0,Troilite
0,165,0,0,72,1,4,Troilite
0,229,0,3,83,0,1,Troilite
1,376,0,0,76,0,7,Troilite
0,100,0,0,81,0,6,Troilite
0,193,0,0,80,0,2,Troilite
0,356,0,3,83,0,2,Troilite
0,211,0,0,69,1,5,Troilite
0,280,0,0,61,3,3,Troilite
0,239,0,2,83,0,1,Troilite
1,190,0,1,69,1,4,Troilite
0,295,0,1,92,3,3,Troilite
0,133,0,0,58,0,4,Troilite
0,66,0,0,72,2,3,Troilite
0,255,0,0,65,1,5,Troilite
0,157,0,0,74,0,0,Troilite
0,206,0,1,91,1,3,Troilite
0,223,0,1,60,2,1,Troilite
0,184,0,1,55,2,5,Troilite
0,134,0,0,68,1,6,Troilite
0,252,0,1,82,2,4,Troilite
0,135,0,1,86,0,5,Troilite
1,278,1,0,68,0,0,Troilite
0,88,0,0,84,0,0,Troilite
0,165,0,0,68,0,4,Troilite
0,269,0,0,80,0,2,Troilite
2,87,0,1,76,0,5,Troilite
0,205,0,0,73,2,3,Troilite
0,266,0,0,77,1,4,Troilite
0,277,0,0,68,0,5,Troilite
0,163,0,0,77,1,5,Troilite
0,208,0,0,90,2,0,Troilite
0,200,0,0,82,1,2,Troilite
0,0,0,1,79,2,3,Troilite
0,275,0,1,74,0,0,Troilite
0,173,0,5,80,2,2,Troilite
0,95,0,0,78,0,7,Troilite
0,348,0,0,74,0,6,Troilite
0,277,0,0,92,2,5,Troilite
0,0,0,0,76,0,3,Troilite
0,102,0,0,62,0,3,Troilite
1,149,0,0,85,0,1,Troilite
0,65,0,0,69,1,3,Troilite
0,238,0,0,84,0,2,Troilite
0,308,0,0,75,3,2,Troilite
1,107,0,0,82,1,5,Troilite
0,86,0,3,66,0,2,Troilite
0,109,0,0,74,2,3,Troilite
0,266,0,0,61,1,2,Troilite
0,327,0,2,76,0,3,Troilite
0,274,0,0,82,0,5,Troilite
0,215,0,0,83,1,5,Troilite
0,188,0,0,83,0,2,Troilite
0,273,0,0,87,0,2,Troilite
0,22,0,0,70,0,7,Troilite
0,178,0,2,84,1,8,Troilite
0,120,0,0,66,2,3,Troilite
0,123,0,1,80,0,0,Troilite
0,57,0,2,72,0,4,Troilite
0,211,0,1,76,0,1,Troilite
0,134,0,2,56,0,2,Troilite
0,236,0,1,56,1,4,Troilite
0,0,0,1,55,1,1,Troilite
0,178,0,2,73,0,5,Troilite
0,232,0,1,81,0,3,Troilite
0,128,0,0,73,0,4,Troilite
2,0,0,0,82,0,3,Troilite
0,172,0,1,92,0,4,Troilite
0,10,0,0,73,2,1,Troilite
0,248,0,0,76,2,2,Troilite
0,258,1,0,68,0,2,Troilite
1,293,0,0,86,1,2,Troilite
0,277,0,0,69,1,2,Troilite
0,291,0,1,66,0,6,Troilite
0,57,0,0,73,1,2,Troilite
0,159,0,1,70,0,6,Troilite
0,295,0,0,85,1,3,Troilite
0,271,0,0,84,1,1,Troilite
0,202,0,3,63,0,4,Troilite
0,220,0,0,86,0,5,Troilite
0,294,0,2,80,0,6,Troilite
0,266,0,0,78,1,1,Troilite
0,263,0,0,75,1,3,Troilite
0,300,0,0,68,1,4,Troilite
0,173,0,0,73,2,0,Troilite
0,309,0,0,78,0,1,Troilite
0,115,0,1,79,0,0,Troilite
0,184,0,0,91,1,3,Troilite
1,251,0,1,83,0,3,Troilite
0,212,0,0,79,0,6,Troilite
0,148,0,0,65,0,3,Troilite
1,222,0,0,72,1,6,Troilite
0,216,0,1,78,0,4,Troilite
0,335,0,0,69,1,5,Troilite
0,185,0,0,81,0,8,Troilite
0,136,0,0,69,1,3,Troilite
0,260,0,0,74,0,2,Troilite
0,219,0,0,66,0,2,Troilite
0,350,0,0,62,0,3,Troilite
1,47,0,0,66,0,6,Troilite
0,153,0,0,85,2,6,Troilite
0,127,0,2,101,1,5,Troilite
2,122,0,0,61,0,3,Troilite
0,302,0,0,91,0,3,Troilite
0,288,0,0,70,0,0,Troilite
0,94,0,0,76,2,2,Troilite
0,66,0,2,63,0,0,Troilite
0,329,0,0,80,0,0,Troilite
1,228,0,0,78,1,0,Troilite
0,136,0,2,102,0,5,Troilite
0,243,0,0,70,1,3,Troilite
0,121,0,1,64,1,7,Troilite
0,256,0,2,73,0,4,Troilite
0,273,0,1,71,1,3,Troilite
0,254,0,0,69,1,4,Troilite
0,234,0,1,72,1,1,Troilite
0,19,0,0,82,0,1,Troilite
1,50,0,2,75,1,1,Troilite
0,121,0,1,81,0,3,Troilite
0,291,0,1,74,1,2,Troilite
0,81,0,0,76,1,2,Troilite
0,313,0,0,102,0,6,Troilite
0,138,0,1,74,0,7,Troilite
0,160,0,0,81,2,2,Troilite
0,263,0,0,71,1,4,Troilite
1,166,0,1,89,0,2,Troilite
0,121,0,0,80,0,3,Troilite
0,216,0,0,99,0,6,Troilite
